IDX,X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
10696,37.3662670,55.6461830,1,60,1,45
10697,37.3562677,55.6401577,1,60,1,45
10698,37.4476670,55.6699170,1,0,1,240
10699,37.4831470,55.6891245,1,60,1,225
10700,37.4719970,55.6826489,1,60,1,40
10701,37.5354400,55.7206500,1,60,1,355
10702,37.5750560,55.6604530,1,0,1,210
10705,37.5761670,55.6612430,1,0,1,30
10706,37.5766100,55.8152400,1,0,1,165
10708,37.5758363,55.8171738,1,0,1,342
10709,37.5791150,55.8111463,1,60,1,342
10710,37.5040362,55.7003284,1,0,1,45
10715,37.5050098,55.7015367,1,0,1,225
10717,37.5869704,55.9025704,1,0,1,180
10719,37.5872869,55.9019984,1,0,1,0
10721,37.7012126,55.7948401,1,60,1,260
10722,37.6448959,55.8237165,1,60,1,30
10724,37.5365300,55.7271200,1,0,1,240
10725,37.7012300,55.7945800,1,60,1,80
10726,37.5425553,55.6238717,1,0,1,350
10727,37.5413997,55.6185561,1,0,1,200
10728,37.5538103,55.6424127,1,50,1,240
10729,37.5406568,55.6276663,1,0,1,170
10731,37.4023690,55.6583127,1,60,1,65
10732,37.6410897,55.8211760,1,0,1,210
10733,37.4245330,55.6611190,1,60,1,265
10734,37.4245973,55.6609491,1,60,1,83
10735,37.5407878,55.6156698,1,0,1,20
10736,37.5846984,55.8453323,1,60,1,180
10737,37.5801900,55.8387900,1,60,1,15
10738,37.7750802,55.8082846,1,0,1,65
10739,37.5845550,55.8533192,1,0,1,180
10740,37.5921300,55.6763400,1,0,1,210
10741,37.5923700,55.6762500,1,0,1,30
10742,37.5871000,55.8976400,1,0,1,0
10743,37.5867600,55.8859200,1,80,1,0
10744,37.5429598,55.8939496,1,60,1,182
10745,37.6388548,55.8166946,1,60,1,5
10746,37.5816500,55.6663300,1,0,1,30
10747,37.6817510,55.5816620,1,0,1,150
10749,37.6825454,55.7743643,1,0,1,235
10750,37.6865100,55.7723000,1,0,1,10
10751,37.8208500,55.8117100,1,0,1,77
10753,37.6794400,55.7592400,1,0,1,250
10755,37.8076400,55.8105400,1,0,1,263
10756,37.7769010,55.8089690,1,0,1,253
10759,37.6603000,55.7054500,1,0,1,227
10765,37.5847000,55.7910400,1,0,1,180
10766,37.6043000,55.7915200,1,0,1,5
10770,37.6724600,55.5953000,1,0,1,352
10771,37.6688616,55.6052784,1,0,1,340
10772,37.6595641,55.6154256,1,0,1,330
10773,37.6131726,55.7927091,1,0,1,175
10775,37.5450780,55.7652280,1,0,1,105
10783,37.5564670,55.7239100,1,0,1,25
10784,37.5599900,55.6446100,1,50,1,56
10785,37.6713700,55.5991300,1,0,1,170
10786,37.6813440,55.5825300,1,0,1,330
10787,37.6291000,55.7908700,1,0,1,180
10788,37.5844804,55.8607770,1,0,1,0
10789,37.5729800,55.8245800,1,0,1,0
10790,37.5775600,55.8140100,1,0,1,340
10791,37.6332900,55.7906700,1,0,1,178
10792,37.6684928,55.8777006,1,60,1,200
10793,37.5406810,55.7642680,1,0,1,190
10794,37.6551000,55.7052800,1,0,1,50
10795,37.6599880,55.6323220,1,0,1,330
10796,37.6582160,55.6640550,1,0,1,25
10797,37.6182500,55.6405700,1,0,1,95
10798,37.6574800,55.6182200,1,0,1,172
10799,37.5426440,55.8896490,1,60,1,182
10800,37.5433400,55.8825800,1,0,1,170
10801,37.7354600,55.7995700,1,0,1,250
10802,37.5433306,55.8923421,1,60,1,0
10803,37.4940100,55.8235600,1,0,1,155
10804,37.5022019,55.8134941,1,0,1,155
10805,37.5051500,55.8099000,1,0,1,155
10806,37.4918700,55.8264700,1,0,1,335
10807,37.5843000,55.8585600,1,0,1,180
10808,37.5717495,55.8368641,1,0,1,168
10809,37.5471000,55.8771700,1,0,1,350
10810,37.5452700,55.8805100,1,0,1,345
10811,37.5484743,55.7649547,1,0,1,283
10812,37.6840976,55.7626985,1,0,1,98
10816,37.5091747,55.6229624,1,0,1,215
10817,37.5483674,55.8718499,1,60,1,10
10819,37.6637770,55.7247240,1,0,1,0
10821,37.4591000,55.7015600,1,0,1,335
10822,37.6176668,55.7062546,1,0,1,10
10823,37.6710182,55.8818176,1,60,1,15
10824,37.5029200,55.7709100,1,0,1,285
10825,37.5120400,55.7693450,1,0,1,105
10826,37.7366100,55.7996300,1,0,1,75
10827,37.6667581,55.7089376,1,0,1,350
10829,37.4577283,55.7785272,1,0,1,286
10830,37.4670160,55.6940840,1,0,1,325
10834,37.4737000,55.6890200,1,0,1,325
10835,37.5456277,55.6999705,1,0,1,38
10836,37.5441420,55.6992950,1,0,1,217
10837,37.6678392,55.7043679,1,0,1,5
10838,37.6669530,55.7074650,1,0,1,170
10839,37.4902700,55.8284100,1,0,1,335
10840,37.4793947,55.6537607,1,0,1,189
10842,37.7732747,55.8079742,1,0,1,240
10843,37.6127200,55.6408900,1,0,1,95
10844,37.3609500,55.8533380,1,0,1,133
10846,37.8075000,55.8104000,1,60,1,88
10847,37.7459840,55.6443900,1,0,1,165
10848,37.5639879,55.6791702,1,0,1,210
10849,37.5622800,55.6771400,1,0,1,30
10850,37.5708600,55.6854900,1,0,1,210
10851,37.5553200,55.6710000,1,0,1,210
10852,37.7353800,55.6919100,1,0,1,345
10853,37.7379300,55.6819600,1,0,1,175
10854,37.5804600,55.7170600,1,0,1,45
10860,37.4083252,55.6597135,1,60,1,68
10866,37.5381520,55.6948670,1,0,1,215
10867,37.5388080,55.6835230,1,0,1,40
10868,37.5291300,55.6769000,1,0,1,40
10869,37.5312900,55.6483300,1,0,1,30
10870,37.6672395,55.7020442,1,0,1,185
10871,37.6640770,55.7104300,1,0,1,228
10872,37.5205920,55.6714580,1,0,1,220
10873,37.6358000,55.8001000,1,60,1,6
10874,37.5600130,55.6962530,1,0,1,45
10875,37.7390647,55.6765653,1,0,1,355
10876,37.7308947,55.7074060,1,0,1,350
10877,37.7497338,55.6352915,1,0,1,345
10878,37.4755700,55.8478100,1,0,1,340
10879,37.5248340,55.6743340,1,0,1,220
10880,37.5406110,55.6849550,1,0,1,220
10881,37.5309340,55.6784150,1,0,1,220
10882,37.5198692,55.6705666,1,0,1,40
10883,37.5589199,55.6958918,1,0,1,225
10885,37.7439800,55.6494100,1,0,1,168
10886,37.5729361,55.8317290,1,60,1,1
10887,37.7064990,55.7495519,1,0,1,251
10888,37.7094900,55.7500100,1,0,1,72
10889,37.6825160,55.7468040,1,0,1,263
10890,37.5727100,55.8305100,1,60,1,181
10891,37.5495800,55.6408700,1,0,1,53
10895,37.4804538,55.7742671,1,60,1,106
10897,37.4580494,55.7781428,1,60,1,102
10898,37.6598180,55.7316760,1,0,1,155
10899,37.6883040,55.7706170,1,0,1,272
10900,37.6552672,55.6410131,1,0,1,187
10901,37.5504789,55.6661741,1,0,1,33
10902,37.4814144,55.6591302,1,0,1,10
10903,37.4927800,55.6692100,1,0,1,55
10909,37.5868303,55.8987622,1,0,1,180
10910,37.6911700,55.7549800,1,0,1,215
10911,37.5883260,55.7893000,1,0,1,190
10912,37.5844981,55.8654472,1,0,1,0
10913,37.5030848,55.6676228,1,60,1,320
10914,37.5366599,55.7510223,1,0,1,60
10915,37.7101691,55.7257104,1,0,1,325
10916,37.6829170,55.7467330,1,0,1,83
10917,37.5159906,55.6284342,1,0,1,35
10918,37.6273100,55.7059040,1,60,1,10
10919,37.5392000,55.7414000,1,80,1,64
10922,37.6405928,55.7901961,1,0,1,180
10923,37.5371827,55.7391455,1,0,1,150
10924,37.4803895,55.7744518,1,60,1,280
10925,37.6985162,55.7335616,1,0,1,200
10926,37.5773550,55.7911130,1,0,1,38
10927,37.6097000,55.7917100,1,0,1,175
10928,37.5996200,55.7912500,1,0,1,170
10929,37.6842920,55.7734980,1,0,1,222
10930,37.6946902,55.7379285,1,0,1,305
10943,37.5846039,55.8575365,1,0,1,0
10944,37.6775831,55.5863187,1,0,1,335
10945,37.5167250,55.6827980,1,0,1,225
10946,37.5349000,55.7182000,1,60,1,178
10947,37.5476620,55.3952800,1,60,1,30
10948,37.5509000,55.3999000,1,60,1,194
10950,37.3190041,55.8175744,1,60,2,68
10953,37.6764459,55.5870928,1,0,1,155
11057,37.3273600,55.8271300,1,40,2,64
11058,37.3274800,55.8760100,1,60,2,135
11059,37.5228860,55.4239770,1,60,2,62
11060,37.5562000,55.4558800,1,60,2,205
11061,37.5853230,55.4102350,1,60,2,320
11062,37.7660200,55.4407800,1,60,2,177
11063,37.9548200,55.8141700,1,60,1,300
11064,37.6472270,55.6839950,1,60,1,260
11067,37.7272000,55.6353000,1,40,1,270
11068,37.7223860,55.6353130,1,40,1,93
11069,37.5445600,55.7480200,1,0,1,228
11070,37.5701735,55.7425166,1,0,1,204
11071,37.6783749,55.5854480,1,0,1,331
11072,37.5246890,55.6401600,1,0,1,23
11073,37.7426200,55.6367030,1,40,1,70
11075,37.7504735,55.6326233,1,0,1,168
11174,37.5378110,55.7653440,1,0,1,190
11185,37.4450000,55.8688000,1,60,1,140
11186,37.4466666,55.8052777,1,80,1,260
11187,37.7184000,55.6355000,1,40,1,272
11188,37.6148630,55.7048220,1,0,1,250
11189,37.5780000,55.7526700,1,60,1,269
11190,37.4322222,55.8044444,1,80,1,260
11191,37.4338888,55.8044444,1,80,1,79
11192,37.5185357,55.7773846,1,60,1,252
11193,37.6601420,55.7770850,1,60,1,232
11198,37.8205357,55.9563311,1,60,1,27
11200,37.8114500,55.5338500,1,90,1,335
11206,37.7055000,55.6358000,1,40,1,272
11207,37.4527370,55.8505670,1,60,1,350
11208,37.7600317,55.9032171,1,60,1,39
11210,37.8764700,55.9987000,1,50,1,190
11212,37.4981700,55.7965600,1,60,1,225
11216,37.4953538,55.7945025,1,60,1,43
11217,37.5117315,55.7882525,1,60,1,164
11218,37.5293849,55.6067840,1,60,1,115
11219,37.3950392,55.8518383,1,60,1,285
11220,37.6010690,55.6064600,1,60,1,195
11221,37.7492099,55.6358900,1,0,1,170
11222,37.3664119,55.8505857,1,60,1,133
11223,37.4393200,55.8444460,1,60,1,188
11228,38.2505600,55.4302800,1,60,1,105
11230,37.5027710,55.4178615,1,60,2,241
11232,37.6747360,55.7299680,1,80,1,137
11233,37.7535081,55.7283342,1,60,1,300
11234,37.5180900,55.5341300,1,60,1,246
11235,37.4744100,55.7691100,1,50,1,188
11236,37.5063000,55.7768000,1,60,1,78
11237,37.7418700,55.6296900,1,60,1,355
11238,37.3555900,55.8436400,1,60,1,221
11239,37.6010600,55.6059900,1,60,1,15
11240,37.6730500,55.7311000,1,80,1,312
11248,37.7388999,55.6137141,1,60,1,265
11249,37.6095600,55.6238900,1,60,1,194
11250,37.5911300,55.6091400,1,60,1,8
11251,37.5908200,55.6091300,1,60,1,187
11252,37.5507000,55.5523000,1,60,1,58
11253,37.8007400,55.6988230,1,80,1,124
11254,37.7986150,55.6996500,1,80,1,304
11255,37.4543830,55.8188330,1,0,1,113
11256,37.7573130,55.7269990,1,60,1,119
11257,37.5723400,55.7194900,1,0,1,38
11258,37.5435800,55.5382900,1,60,1,193
11259,37.8047990,55.7152780,1,60,1,294
11260,37.5439605,55.3917077,1,60,1,30
11261,37.4788800,55.7786200,1,50,1,195
11262,37.4254250,55.8492860,1,60,1,260
11264,37.7426160,55.6526405,1,0,1,168
11265,37.5123250,55.7875730,1,60,1,345
11267,37.7186790,55.7316250,1,60,1,115
11276,38.0901400,55.7530700,1,60,1,89
11281,37.5182900,55.7888700,1,60,1,340
11282,37.5361800,55.6054100,1,60,1,290
11283,37.7553779,55.7009610,1,60,1,80
11286,37.5438961,55.3919153,1,60,1,210
11290,37.8171157,55.7511283,1,60,1,15
11295,37.5565312,55.7301800,1,0,1,55
11297,37.7504220,55.7075330,1,60,1,283
11298,37.7523520,55.7070620,1,80,1,105
11299,37.8157570,55.7491860,1,60,1,194
11305,37.6056800,55.7913500,1,0,1,70
11311,37.9307400,55.8317700,1,60,1,255
11312,37.8795600,55.8238500,1,60,1,75
11314,38.2770000,55.8292000,1,60,1,84
11321,37.5790000,55.6458300,1,0,1,298
11322,37.7972096,55.7931346,1,60,1,89
11324,37.1293200,55.6581540,1,60,1,300
11325,37.3890388,55.7607686,1,80,1,310
11330,38.2615550,55.8221750,1,60,1,10
11331,38.2614330,55.8223330,1,60,1,190
11338,37.5161400,55.5345600,1,60,1,158
11343,37.3984757,55.8512437,1,0,1,105
11344,37.4511869,55.8547311,1,60,2,349
11346,37.6830111,55.7577483,1,0,1,216
11347,37.6683468,55.7786604,1,0,1,228
11350,37.7029976,55.7952918,1,60,1,148
11351,37.4202914,55.6840221,1,0,1,57
11352,37.4489970,55.8052350,1,60,1,87
11353,37.3906825,55.8074287,1,0,1,194
11354,37.4326990,55.8751630,1,0,1,119
11355,37.3882090,55.8514835,1,0,1,264
11356,37.3834618,55.8092999,1,0,1,279
11357,37.3949447,55.8076548,1,0,1,109
11358,37.3914945,55.8469117,1,0,1,190
11359,37.5919646,55.9088129,1,0,1,115
11360,37.3921198,55.8139252,1,0,1,145
11366,37.5668722,55.5767863,1,0,1,218
11367,37.4001453,55.7026514,1,0,1,39
11373,37.5975756,55.5673014,1,0,1,178
11394,37.7781940,55.4181010,1,60,2,157
11395,37.6823190,55.5740630,1,0,1,238
11396,37.8416000,55.7677100,1,0,1,182
11397,37.6844300,55.5794000,1,0,1,330
11398,37.8217100,55.6907100,1,0,1,306
11399,37.6624000,55.6740000,1,60,1,188
11403,37.6645560,55.6824475,1,60,1,184
11404,37.5353000,55.7521300,1,0,1,121
11405,37.3798680,55.7259740,1,0,1,345
11406,37.8431150,55.7176600,1,0,1,128
11408,37.8532750,55.7448290,1,0,1,80
11409,37.6558060,55.7520180,1,60,1,190
11410,37.3057207,55.6643947,1,60,1,33
11411,37.3018640,55.6610060,1,60,1,211
11412,37.3795500,55.7126800,1,0,1,255
11415,37.6657265,55.6891775,1,60,1,6
11416,37.6667403,55.6958927,1,0,1,6
11417,37.4957000,55.6130000,1,0,1,49
11420,37.8458729,55.7311452,1,0,1,85
11422,37.3738384,55.7238790,1,0,1,275
11423,37.5875682,55.9088765,1,0,1,202
11424,37.6732000,55.8934970,1,0,1,172
11427,37.5616579,55.7331300,1,60,1,222
11428,37.8412086,55.7059402,1,0,1,127
11429,37.8345970,55.7189975,1,0,1,275
11430,37.5392030,55.6952090,1,0,1,40
11435,37.5318532,55.5936876,1,0,1,50
11437,37.5492500,55.7030300,1,0,1,217
11438,37.2875140,55.6550730,1,60,1,72
11439,37.7718700,55.6191800,1,0,1,272
11440,37.8427500,55.7662300,1,0,1,181
11441,37.6913941,55.5722696,1,0,1,153
11442,37.6395763,55.7714626,1,60,1,110
11443,37.6601647,55.7869190,1,0,1,237
11444,37.5325828,55.8711337,1,60,1,138
11445,37.4306561,55.7727798,1,60,1,258
11446,37.5710431,55.7894425,1,60,1,218
11447,37.4556000,55.7069200,1,0,1,168
11448,37.3998630,55.8318340,1,0,1,108
11449,37.5865972,55.8794654,1,0,1,3
11450,37.6709430,55.6014124,1,0,1,350
11452,37.5516078,55.6676043,1,0,1,210
11453,37.3760705,55.7322360,1,100,1,166
11454,37.8384600,55.6838500,1,0,1,126
11455,37.5724070,55.6576982,1,0,1,32
11456,37.5544430,55.7739710,1,0,1,350
11457,37.4051800,55.6987900,1,0,1,44
11458,37.8331137,55.7438908,1,0,1,265
11459,37.3912910,55.8334290,1,0,1,290
11460,37.3921953,55.7143850,1,0,1,75
11462,37.1563200,55.9701400,1,60,1,270
11463,37.5869400,55.8923100,1,0,1,1
11464,37.5867200,55.8924400,1,0,1,181
11465,37.1946514,56.0008968,1,60,1,206
11466,37.5615359,55.6768114,1,0,1,210
11467,37.5563600,55.7080200,1,0,1,39
11468,37.5523700,55.7051000,1,0,1,39
11469,37.1679900,55.9779400,1,60,1,229
11470,37.1598200,55.9700300,1,60,1,90
11471,37.2256200,55.9889100,1,60,1,290
11472,37.4767742,55.6721491,1,60,1,195
11473,37.7336913,55.6962636,1,0,1,348
11474,37.6368300,55.6639600,1,0,1,76
11475,37.6726110,55.5935560,1,0,1,171
11476,37.5338670,55.8705520,1,60,1,310
11477,37.5778000,55.5220000,1,0,1,190
11478,37.5838461,55.7547861,1,60,1,7
11479,37.5099900,55.8586200,1,0,1,321
11480,37.6977820,55.7738780,1,0,1,40
11481,37.6385800,55.6546100,1,0,1,322
11482,37.6375100,55.6553800,1,0,1,220
11483,37.6364000,55.6641400,1,0,1,256
11484,37.5910122,55.9135888,1,0,1,15
11485,37.5835940,55.7548110,1,60,1,187
11486,37.5864940,55.7621240,1,60,1,205
11487,37.4828400,55.8743900,1,0,1,351
11489,37.5726400,55.7203500,1,0,1,218
11490,37.5132500,55.7777200,1,0,1,98
11491,37.6832100,55.6300700,1,0,1,202
11493,37.3895942,55.9083390,1,60,1,182
11494,37.1813300,55.9861200,1,60,1,207
11495,37.2294700,55.9881100,1,60,1,110
11496,37.3900019,55.9104904,1,60,1,2
11497,37.6209910,55.7068800,1,60,1,186
11498,37.6231740,55.7274750,1,0,1,187
11499,37.6387572,55.7081273,1,60,1,102
11500,37.5730950,55.8049400,1,0,1,160
11501,37.1910400,55.9967700,1,60,1,27
11502,37.6488550,55.7378990,1,60,1,40
11506,37.5937180,55.7681850,1,60,1,230
11507,37.6451075,55.7355254,1,60,1,220
11508,37.5639002,55.7202828,1,60,1,120
11509,37.7229300,55.8805500,1,0,1,190
11510,37.8248600,55.8293300,1,0,1,225
11512,37.5891060,55.7245730,1,60,1,31
11513,37.6680900,55.7294900,1,0,1,163
11514,37.6266000,55.6942000,1,60,1,352
11515,37.6398289,55.7477681,1,60,1,40
11516,37.6637280,55.7202660,1,0,1,0
11517,37.6588480,55.7255060,1,60,1,356
11523,37.7213190,55.7424620,1,0,1,187
11524,37.5954800,55.7352400,1,60,1,300
11525,37.6034000,55.7324500,1,60,1,122
11526,37.6709900,55.6765900,1,0,1,279
11527,37.3842063,55.7172224,1,0,1,343
11528,37.6134636,55.7352856,1,60,1,12
11529,37.5274276,55.6439865,1,0,1,23
11530,37.4995300,55.6692500,1,60,1,310
11531,37.5118411,55.7521690,1,60,1,244
11532,37.5564000,55.7462000,1,60,1,86
11533,37.5267180,55.6435390,1,0,1,205
11534,37.6221700,55.7144400,1,60,1,180
11535,37.5873600,55.8569300,1,0,1,257
11536,37.8153200,55.6412200,1,0,1,276
11537,37.8244400,55.6390300,1,0,1,120
11538,37.8295900,55.7301800,1,0,1,6
11539,37.5870500,55.7298500,1,0,1,236
11540,37.6243100,55.7485900,1,60,1,177
11541,37.5777050,55.5207982,1,0,1,11
11551,37.7124581,55.7735749,1,0,1,333
11552,37.6950050,55.7807030,1,0,1,50
11574,37.4577100,55.7783900,1,0,1,286
11575,37.7872981,55.6168302,1,0,1,100
11576,37.5743330,55.7453330,1,60,1,86
11577,37.7730797,55.6820260,1,0,1,103
11578,37.6144670,55.7117940,1,0,1,274
11579,37.5394000,55.7560500,1,0,1,246
11582,37.3927465,55.8523723,1,0,1,5
11585,37.4224400,55.8041600,1,60,1,283
11586,37.5505500,55.7034800,1,0,1,38
11587,37.6534300,55.5752400,1,0,1,8
11588,37.6349000,55.7889000,1,60,1,356
11589,37.5675000,55.7068000,1,40,1,76
11590,37.8292600,55.7091000,1,0,1,290
11591,37.4290870,55.7671143,1,0,1,350
11592,37.6757000,55.7782100,1,0,1,224
11593,37.5897600,55.6684400,1,60,1,121
11594,37.6614400,55.6130900,1,0,1,154
11595,37.6732900,55.6349400,1,0,1,51
11596,37.6502500,55.6378800,1,0,1,277
11597,37.5768300,55.6954000,1,0,1,190
11598,37.6232000,55.7810000,1,40,1,176
11599,37.6503000,55.7334000,1,60,1,328
11600,37.5428718,55.9048318,1,0,1,187
11601,37.6122000,55.7329000,1,60,1,196
11602,37.7645800,55.7282900,1,0,1,123
11603,37.6884000,55.8866300,1,0,1,242
11604,37.6219251,55.7736323,1,60,1,87
11605,37.8398000,55.6591500,1,0,1,7
11607,37.6246200,55.7495700,1,60,1,358
11608,37.6404500,55.7872400,1,0,1,347
11609,37.3808333,55.8098316,1,0,1,195
11611,37.4197483,55.8042571,1,60,1,105
11612,37.7214740,55.8791520,1,0,1,218
11613,37.4301500,55.6693900,1,0,1,42
11614,37.6792020,55.7534777,1,0,1,24
11615,37.6672100,55.8202400,1,0,1,118
11616,37.4966600,55.6800800,1,0,1,115
11617,37.4584600,55.6674500,1,0,1,310
11618,37.7916700,55.7212100,1,0,1,67
11619,37.6152180,55.7114000,1,0,1,91
11625,37.7318240,55.6817870,1,0,1,16
11627,37.6468350,55.7040420,1,0,1,5
11630,37.8296887,55.8060461,1,0,1,176
11640,37.3870790,55.8062400,1,100,1,192
11641,37.3840737,55.7232916,1,0,1,98
11642,37.3892852,55.8108510,1,0,1,9
11643,37.3688493,55.7614062,1,100,1,180
 
